# this table lists all the cells recorded in CM. In order to be marked as
# healthy, a neuron needs to meet the following criteria:
# - spike height > 0 mV
# - resting potential < -60 mV
#
# the heat column is used to indicate whether the recording was done at room
# temperature (RT) or at an elevated temperature (H) that should be recorded
# in the ABF file. Sometimes these data were lost, in which case an override
# value can be supplied here
name cell class base.epoch healthy complex biocytin age heat drug isolate
20180629_1_5 c68fa67b-ec4b-4567-94dd-c62f4a7377eb regular 2 1 0 0 34 H none female
20180629_2_1 cc70c62b-e405-44a7-abfc-4eaeb9fe5658 regular 2 1 0 0 34 H none female
20180629_2_2 cc8ef133-5080-4eae-9bd7-6674ab3bba13 regular 2 1 1 0 34 H none female
20180629_2_3 2ac527ad-f8af-461a-b3f1-ec00da571d91 regular 2 1 0 0 34 H none female
20180629_2_4 e6b8a414-5acb-456d-9292-9bbe6e9f67c2 regular 2 1 0 0 34 H none female
20180709_1_2 798efd6b-fa0b-4342-9f08-e7f086cc7b66 regular 2 1 0 0 65 H none female
20180709_1_3 b820f928-d78d-49c4-9d84-0371bfd5af0c regular 2 1 1 0 65 H none female
20180709_1_4 35812b5a-00d5-4627-89a2-d0d48720c227 regular 2 1 1 0 65 H none female
20180709_1_5 3785ee14-4d18-4ff4-b982-f320ee713df3 onset 2 1 1 0 65 H none female
20180709_1_6 8dc166bb-0eba-43b0-8c63-b0f9d6c75166 regular 2 1 1 0 65 H none female
20180709_2_1 2e471f1e-c838-4f8a-922c-ab2e38c77439 regular 2 1 1 0 65 H none female
20180709_2_2 a88de27c-2f40-4f03-b2aa-a968a554f481 onset 2 1 0 0 65 H none female
20180710_1_1 d4ba8fcd-351a-461a-9a17-5e04c25ab43b onset 2 1 0 0 65 H none female
20180710_1_2 a1c63af6-8fb9-41b2-b14e-928406045f36 regular 2 1 0 0 65 H none female
20180710_1_3 7b328ca2-c6f5-4a2c-a4d3-d0a34af869e3 regular 2 1 1 0 65 H none female
20180710_1_4 b495e515-e3ac-4693-aeb5-53a703c30412 regular 2 1 1 0 65 H none female
20180710_1_5 0690c524-eaf9-4e95-9452-08ca5c1c3ebe regular 2 1 1 0 65 H none female
20180710_1_6 4fcbc400-5625-46b9-b4cc-b4eea3e6de4c trans 2 1 1 0 65 H none female
20180710_2_1 b72dd0c3-9903-4ac2-8b59-00c2d8e43263 regular 2 1 1 0 65 H none female
20180710_2_2 5dd451b8-f677-4809-b317-52844bb6308b regular 2 1 1 0 65 H none female
20180711_1_2 26f66459-5724-4a79-a10f-0695099418f9 regular 4 1 0 0 35 H none female
20180711_1_3 40fab43b-b816-4fff-b4dd-579f978ba650 regular 2 1 1 0 35 H none female
20180711_1_4 05aa0a76-a6bf-4e87-a130-634ef9c81ad9 regular 2 1 1 0 35 H none female
20180711_1_5 15b77a99-edd8-45b6-acf7-5b0781aa6eab regular 2 1 1 0 35 H none female
20180711_1_6 42c2e042-74e3-4f19-a820-52571ee225c6 regular 2 1 1 0 35 H none female
20180711_1_7 40387c5a-616a-4497-a56e-17a8f9db783e regular 2 1 0 0 35 H none female
20180711_1_8 57ad8495-d22f-41d7-bf98-a2a49e79f9e2 regular 2 1 0 0 35 H none female
20180711_2_1 f2d5b648-9507-4a09-9f33-d19e8c769133 regular 2 1 1 0 35 H none female
20180711_2_2 559f0f05-988d-4449-8605-65790fadfeac regular 2 1 1 0 35 H none female
20180711_3_1 52ac9d08-65d7-44dc-88d8-d8d3d066c4a0 regular 2 1 0 0 35 H none female
20180711_3_2 acbeb59e-71d9-4f36-907e-e3d5dbde8821 regular 2 1 0 0 35 H none female
20180712_1_1 e204b620-676b-4cdc-9627-1be8ddf7bb46 regular 2 1 0 0 35 H none female
20180712_1_2 69c73b79-925f-4c91-8bbb-3bf8786474b1 regular 2 1 1 0 35 H none female
20180712_1_3 1898c582-c972-4d12-b45d-55b499b1e366 regular 2 1 1 0 35 H none female
20180712_1_4 092f0ebc-cc71-4d58-b154-fc821d9cc8d9 trans 2 1 1 0 35 H none female
20180712_1_5 741cfecf-2e70-47e4-8e8f-502a455960a9 regular 2 1 0 0 35 H none female
20180712_1_6 1a1996b3-aefd-49c6-adcd-3c3d461e21b3 regular 2 1 1 0 35 H none female
20180712_1_7 776f5748-7a16-45bd-9ef9-8e20c84cb773 regular 2 1 1 0 35 H none female
20180712_1_8 ee4b59db-5da8-4d81-bf18-5aa25437e76c regular 2 1 1 0 35 H none female
20180712_1_9 c1a8c0b4-b710-4ff7-b051-847a021b15dc regular 2 1 1 0 35 H none female
20180712_1_10 8d9e42df-2394-4dcb-93d8-fca6b8138bb7 regular 2 1 0 0 35 H none female
20180716_1_1 c05b61b6-124c-4fd5-847d-5a0a1438b584 regular 2 1 0 0 112 H none female
20180716_2_2 6d7116da-5f8b-4319-9a26-dfad670852d2 onset 2 1 0 0 112 H none female
20180716_3_1 12c59799-d9d5-4312-95a8-78e031150364 trans 2 1 0 0 112 H none female
20180716_3_2 334ecb9b-133b-42a9-a9e8-966e0078eff3 regular 2 1 1 0 112 H none female
20180717_1_1 c112ed5b-93a1-4b35-82b1-ceba3071f88f regular 2 1 1 0 31 H none deprivation
20180717_1_2 0b4e7d32-95ea-42cb-ba2c-5a0f9305656c regular 2 1 1 0 31 H none deprivation
20180717_1_3 cdea3d02-6e59-476a-b3a0-bc157a379ae2 regular 2 1 1 0 31 H none deprivation
20180717_1_4 53bec421-29cc-45c9-acac-529abcbb8a44 regular 2 1 1 0 31 H none deprivation
20180717_1_5 9c68feff-ac32-4e02-b0c6-1e411c923fd2 regular 2 1 1 0 31 H none deprivation
20180717_1_6 d65ba12f-58a7-46d6-888a-5dbc041812ff regular 2 1 1 0 31 H none deprivation
20180717_1_7 1cb6dcf1-d0a7-4ddb-a561-1f0ee8fba7ad regular 2 1 0 0 31 H none deprivation
20180717_2_1 e81f67c4-ead7-4119-b6e9-ab8d0d227b04 regular 2 1 1 0 31 H none deprivation
20180717_2_2 48f4c698-0762-4126-be9a-088624c187db regular 2 1 1 0 31 H none deprivation
20180718_1_1 b4584743-d4f7-4b57-857c-fed770e1fde4 regular 2 1 1 0 32 H none deprivation
20180718_1_2 0077a52c-b853-4abc-853c-2489aee69c63 regular 2 1 1 0 32 H none deprivation
20180718_1_3 da2fd31f-0568-47b5-abe1-916e6b29b3ff regular 2 1 0 0 32 H none deprivation
20180718_1_4 2ca42c40-f2e3-43d4-b380-87e8e6364fd9 regular 2 1 1 0 32 H none deprivation
20180718_1_5 faf1657c-842a-4d2f-8bc8-b006175bd72d regular 2 1 1 0 32 H none deprivation
20180718_1_6 e514b847-64a7-4609-9fec-9e9f77a92df1 regular 2 1 1 0 32 H none deprivation
20180718_1_7 3719db07-c263-4cb9-b84f-9c656c47bcf0 regular 2 1 1 0 32 H none deprivation
20180718_1_8 1657c6e2-10f0-452a-9931-5624166496a7 regular 2 1 0 0 32 H none deprivation
20180718_1_9 67674888-ba31-4eb1-8c4b-5397f61a5b07 regular 2 1 0 0 32 H none deprivation
20180718_1_10 0b6ff73d-51de-4a30-a257-bedb1695d6c3 regular 2 1 1 0 32 H none deprivation
20180719_1_1 8d19ea36-9a1c-45fa-b040-5647b71188ee regular 2 1 1 0 31 H none deprivation
20180719_1_2 a4cb15de-4c7b-46ba-bc78-56a6697e3ec1 regular 2 1 1 0 31 H none deprivation
20180719_1_3 675b002c-2c40-4650-b754-e6669a37d7e4 regular 2 1 1 0 31 H none deprivation
20180719_1_4 42f9d9d9-edc8-430c-9706-66ef20224c71 regular 2 1 1 0 31 H none deprivation
20180719_1_5 760a16b0-f059-4d3d-8d38-24062a48a31f regular 2 1 1 0 31 H none deprivation
20180719_1_6 a2f44d05-cb21-496e-be5d-ffdf9a683131 regular 2 1 1 0 31 H none deprivation
20180723_1_1 e375c1ad-6520-40ef-af20-7cb3e5f433bf regular 2 1 0 0 32 H none exposure
20180723_1_2 a371c351-4a7b-4dd1-a2b7-9dd4cd87cec0 regular 2 1 1 0 32 H none exposure
20180723_1_3 c699f99c-f277-4edb-a7a1-6ec325ec8e5d regular 2 1 1 0 32 H none exposure
20180723_1_4 fcd2b88a-f79b-41d8-8f40-b48edb4cfd77 regular 2 1 1 0 32 H none exposure
20180723_1_5 0652ed63-7db3-4ba7-8a17-8efd3aea9239 regular 2 1 1 0 32 H none exposure
20180723_2_2 7dde9bb0-a432-455e-99d4-122ccf5583dc regular 2 1 0 0 32 H none exposure
20180725_1_1 6e377303-3983-45fa-b29d-631cf4848756 regular 2 1 0 0 33 H none exposure
20180725_1_2 f512d19d-e832-4a9e-bbf6-710b2f33a270 regular 2 1 0 0 33 H none exposure
20180725_1_3 813530e0-fd48-41c1-a85e-a31698d14804 regular 2 1 1 0 33 H none exposure
20180725_1_4 c964edcf-764b-438d-bdc3-be2bed427604 regular 2 1 1 0 33 H none exposure
20180725_2_1 3605eaae-95ca-450a-9547-1c52fb8e097e regular 2 1 0 0 33 H none exposure
20180725_2_2 03093977-f591-4d82-b255-9c301c6366ce regular 2 1 0 0 33 H none exposure
20180725_2_3 ffe48f58-b312-4445-965e-484752640409 regular 2 1 0 0 33 H none exposure
20180725_3_1 80e95813-0391-41e2-9939-97437164f5ae trans 2 1 0 0 33 H none exposure
20180725_3_2 128e9588-1406-442c-aec2-f57c955c73f2 regular 2 1 0 0 33 H none exposure
20180725_3_3 c636b7c5-298f-4d8a-b6df-446131df8b10 regular 2 1 0 0 33 H none exposure
20180725_3_4 44068679-0f54-41d6-9259-0fb82277c82c regular 2 1 1 0 33 H none exposure
20180813_1_2 64997236-c904-4e8f-bf93-f02a7077c485 regular 2 1 0 0 19 H none female
20180813_1_3 2e7a7b45-6ff6-43a9-8cc8-9214ed427667 regular 2 1 0 0 19 H none female
20180813_1_4 9b027e7b-c8f8-4568-820d-c066d43af3a6 regular 2 1 0 0 19 H none female
20180813_1_5 a5a61d13-d6f0-45b2-a9c6-6e4e362decca onset 2 1 0 0 19 H none female
20180813_1_6 063504c1-ff04-4774-b83a-987ff7067630 regular 2 1 0 0 19 H none female
20180813_1_7 7d32fcb2-21ce-4817-8d13-5453cb0a1684 regular 2 1 1 0 19 H none female
20180813_1_8 758ead7d-f6c2-4c0d-a087-36151a1c1506 fast 2 1 1 0 19 H none female
20180813_1_9 e0470a65-ec87-47d2-968c-c0fe4834292b regular 2 1 1 0 19 H none female
20180813_2_1 948c64b2-f5ef-463a-a011-ea35cc748de2 fast 2 1 1 0 19 H none female
20180813_2_2 1f8a9e15-b186-4a5c-b9ce-6eaf2fae631c regular 2 1 1 0 19 H none female
20180813_2_3 a3445f04-7d12-4226-b954-5d0286896c70 regular 2 1 1 0 19 H none female
20180813_2_4 7c96c5f8-b74a-4a08-8d7e-19f6608c1f5c regular 2 1 1 0 19 H none female
20180816_1_1 ea63ba42-2248-4663-ad6e-e8b4e4d322ea regular 2 1 0 0 19 H none female
20180816_1_2 8d702f51-d430-4a85-9667-dc359cddc3e6 regular 2 1 1 0 19 H none female
20180816_1_3 576f30d7-0627-451e-ab8e-08f15b92150e regular 2 1 1 0 19 H none female
20180816_1_4 a96421b5-0bef-4ff7-b449-f84e0c206933 regular 2 1 1 0 19 H none female
20180816_1_5 4282c427-5901-49a1-b454-dc3869e0f5d6 regular 2 1 1 0 19 H none female
20180816_2_1 c95f689a-039e-4f6c-af68-e9435fe6a272 regular 2 1 0 0 19 H none female
20180816_2_2 8c0a23ef-b0e4-439a-be3c-437e5a9b0af3 onset 2 1 1 0 19 H none female
20180816_2_3 19ef3eba-4a2e-4c5b-9df5-23d53e060ead regular 2 1 1 0 19 H none female
20180816_2_4 a88bf4ec-150e-4f41-a8d7-d21bd1a8bc06 regular 2 1 1 0 19 H none female
20180816_2_5 d84bd26e-c93e-4682-a332-90a5ac3044de regular 2 1 1 0 19 H none female
20180816_2_6 75eb405c-f78d-4d27-9656-adc9f1f8f3f3 regular 2 1 1 0 19 H none female
20180817_1_1 4d74c3d1-911c-460d-a2a8-5b03fbe8acc7 regular 2 1 0 0 30 H none female
20180817_2_1 7cc393c5-da9b-458a-8e94-9712e5ccaa08 trans 2 1 0 0 30 H none female
20180817_3_1 051ae972-7fdc-4b93-a012-ce5cabb80be5 regular 2 1 0 0 30 H none female
20180817_3_2 2b86d5d4-21be-43ee-a9c2-f49c189f4942 regular 2 1 1 0 30 H none female
20180817_4_2 90823ae9-2128-4a3c-bf5a-f41a6d47c67c regular 2 1 1 0 30 H none female
20180817_4_3 c96b60a8-2a5e-4ddd-8e31-40530b8e9841 regular 2 1 1 0 30 H none female
20180817_5_1 6d658dbd-209c-48e9-9093-5c96d30f7bd3 trans 2 1 0 0 30 H none female
20180817_5_2 370c85b6-f158-4e56-a700-8ee1b36510d7 regular 4 1 0 0 30 H none female
20180820_2_2 89584ecd-b7d6-471f-b8de-d8b8ed3118e2 regular 2 1 1 0 33 H none female
20180820_2_3 a30e9c93-ca1d-4da8-9915-38f6ee70911c regular 2 1 1 0 33 H none female
20180820_2_4 1f508eea-74c7-4e32-89c8-fcac1cfa7308 regular 2 1 1 0 33 H none female
20180820_2_5 578e5bf3-4b2f-41a1-8574-934e2f5a36a1 regular 2 1 1 0 33 H none female
20180820_2_6 e82a6236-51bf-46f1-a505-1d37864e1619 regular 2 1 1 0 33 H none female
20180820_3_1 61c81417-6303-42ee-b743-4849e300f00f regular 2 1 1 0 33 H none female
20180820_3_2 c35b67bc-e609-4c6f-90bd-e78e3169da94 regular 3 1 1 0 33 H none female
20180828_1_1 37ed0707-d7e1-4d53-9757-075b8d444df2 regular 2 1 1 0 18 H none female
20180828_1_2 4fc01e99-7997-4c3f-afb1-d36ba4722d01 regular 2 1 1 0 18 H none female
20180828_1_4 551d760f-6fc7-4ef4-9d66-e33b5e467560 regular 2 1 1 0 18 H none female
20180828_1_5 d7ed39c8-0cc4-40aa-8540-da5b599b5506 regular 2 1 1 0 18 H none female
20180828_1_6 03ce2927-0b39-45d4-815c-5060c6df9ccb regular 2 1 1 0 18 H none female
20180828_1_7 bdf886c4-6b6b-48e2-8dda-0879c857e6e0 regular 2 1 1 0 18 H none female
20180828_2_1 bd2b1223-036f-4707-ba0a-179b9e239100 regular 2 1 1 0 18 H none female
20180828_2_2 1108867e-aa13-4098-9b1e-f370ef04ba03 regular 2 1 1 0 18 H none female
20180828_2_3 21e434f3-e807-4be1-b38d-0513f4bb6257 regular 2 1 1 0 18 H none female
20180828_2_4 ecbe8c37-f8bd-4beb-9081-542368b02d23 regular 2 1 1 0 18 H none female
20180829_1_1 780cbf9f-ffff-47c1-95a6-7b57f9b2202a regular 2 1 1 0 19 H none female
20180829_1_2 865781b2-bc4c-4334-8355-0654fbb82d64 regular 2 1 1 0 19 H none female
20180829_1_3 8214f902-299c-4e58-bbf0-c67f47e96ce2 regular 2 1 0 0 19 H none female
20180829_1_4 8cd91ac0-2472-4da2-b4a9-ccc11de50ab8 regular 2 1 1 0 19 H none female
20180829_1_5 9ba2019c-642c-4ce7-9a28-2fa7b38e0f92 regular 2 1 1 0 19 H none female
20180829_1_6 497e3f0d-4ad4-4efd-b38f-9a7fbd7672d9 fast 2 1 0 0 19 H none female
20180829_1_7 b1ed9272-387e-4245-8151-c327a88cc135 regular 2 1 1 0 19 H none female
20180829_1_8 a9f0a531-13df-477b-9e68-4a286fb8fd50 fast 2 1 1 0 19 H none female
20180829_1_9 cd3ef0ba-288e-46ff-aca2-0d86da25d839 regular 2 1 0 0 19 H none female
20180830_1_2 dbafead5-534e-44b5-94dd-e379bb1e4bef regular 2 1 1 0 100 H none female
20180830_1_3 4d40431f-3c79-4305-8cf5-2afe8517cd6b regular 2 1 1 0 100 H none female
20180830_1_4 99d344cc-6b5e-4549-bfa7-15b72ce7b6d1 onset 2 1 1 0 100 H none female
20180830_2_1 93ad9a87-c339-4a1b-b888-9a69f38442fe regular 2 1 0 0 100 H none female
20180830_2_2 d55e1e81-1062-46e9-8b95-452de49959fd trans 2 1 1 0 100 H none female
20180830_2_3 1a697904-5461-4c54-b258-acf8f71c444b onset 2 1 0 0 100 H none female
20180830_2_4 dc8f970a-77b8-44bd-b1ce-8536b3cef1bc onset 2 1 1 0 100 H none female
20180830_2_5 6fd32426-4f43-4b1c-b874-f6e3673bc3f1 trans 2 1 0 0 100 H none female
20180830_3_1 0105e64d-612a-4a1d-8abe-b5d7b6e84bfa onset 2 1 1 0 100 H none female
20180830_3_4 5a1415a3-9847-4944-be2d-618325742ca0 regular 2 1 0 0 100 H none female
20180831_1_1 6c3498c1-f87d-4708-8933-cd25abfc396e regular 2 1 1 0 34 H none exposure
20180831_2_2 03eb0952-1173-44e9-b749-4479236cd256 regular 2 1 0 0 34 H none exposure
20180831_3_1 7d02f8b2-0dea-48b4-ade6-32d5188fcba3 regular 2 1 1 0 34 H none exposure
20180903_1_1 7c1d2b97-ae05-40e1-aa0e-54a3345c6a78 regular 2 1 0 0 36 H none exposure
20180903_1_2 8dc85e1a-1cf3-45ee-9bba-dbfe9e1dba35 regular 2 1 0 0 36 H none exposure
20180903_2_1 fff1fcd2-b43c-4474-b3f0-7edf6002f248 regular 2 1 0 0 36 H none exposure
20180903_2_2 eab112cb-61e1-44a0-bee6-28dd7cdce5d2 regular 2 1 1 0 36 H none exposure
20180903_2_3 15441d35-d912-4d22-b060-d1c126e0b4f4 regular 2 1 1 0 36 H none exposure
20180903_2_4 03b5931c-405c-48ee-9e17-1121f8ca7ebc regular 2 1 1 0 36 H none exposure
20181011_1_1 8de43b21-65ed-4207-b6ad-b2aea88d90f1 regular 2 1 1 0 48 H none colony
20181011_1_2 58bbe383-1e03-476f-acab-ff8744182ab7 regular 2 1 1 0 48 H none colony
20181011_2_1 796fe153-3dbc-4bef-ba8c-dfcb8b36647f regular 2 1 1 0 48 H none colony
20181011_2_2 e0d3a9e1-387e-4a61-8f2e-2c49a8096c36 regular 3 1 1 0 48 H none colony
20181012_1_1 ef848caa-9870-40c7-bada-90937f9e36e8 regular 2 1 0 0 30 H none pair
20181012_1_2 65acd514-b8a1-4a3e-9be5-be48200cc3ad regular 2 1 1 0 30 H none pair
20181012_1_3 ef8ef6f8-98b2-4268-a9c6-7de16b23bbdd regular 2 1 0 0 30 H none pair
20181012_1_4 f19b297c-db83-4aa5-9c97-4181a46e8d87 regular 2 1 1 0 30 H none pair
20181012_1_5 0b58ab56-539c-47e5-98e2-5175e8a0c34a regular 2 1 0 0 30 H none pair
20181012_1_6 bcf333eb-f688-499c-95ac-ead4b8172104 regular 2 1 1 0 30 H none pair
20181012_1_7 abece1d7-0756-4ca5-9f84-25afd741dac5 regular 2 1 1 0 30 H none pair
20181012_1_8 fc194153-e59f-4859-8665-e50706f4531c onset 2 1 1 0 30 H none pair
20181012_1_10 2bdc7157-ca5f-478b-92bc-047d9e940552 regular 2 1 1 0 30 H none pair
20181012_1_11 6fba34cf-95a5-4a9f-a8c4-7de2aae9ac5a regular 2 1 0 0 30 H none pair
20181015_1_1 1aab0822-c822-4196-abd7-3988cd8e722c onset 2 1 0 0 33 H none pair
20181015_1_2 bdf63e6d-c227-4672-b0a8-bdde1f7d74e4 regular 2 1 1 0 33 H none pair
20181015_1_3 051456fc-46c0-4df5-89ae-90695acae5e5 regular 2 1 0 0 33 H none pair
20181015_1_4 3ce97416-1fe9-4def-a283-47c5c6d920b1 trans 2 1 1 0 33 H none pair
20181015_1_5 c711c867-5071-452d-9946-e2c3dc97de6b regular 2 1 1 0 33 H none pair
20181015_1_6 7a0332ab-b052-4d94-9d4b-f9bfc9ba4fcf regular 2 1 1 0 33 H none pair
20181015_2_1 4867db1f-a8ae-4884-9a7a-fd04acec07ad regular 2 1 1 0 33 H none pair
20181015_2_2 78a98c6b-8a3f-429f-b44b-2b96a0594975 regular 2 1 0 0 33 H none pair
20181015_2_3 6a9b45e6-7e44-4686-b5e9-de52c0eac28e regular 2 1 1 0 33 H none pair
20181015_2_4 049fa3c5-c364-4a63-a943-2cf7d109aaf5 regular 2 1 0 0 33 H none pair
20181015_2_5 7fc4f751-e0b0-4fb7-89b5-f2b53c34b6c6 onset 2 1 1 0 33 H none pair
20181017_1_1 3f28922e-4cb9-4b12-93a7-7c9e3b38ae21 trans 2 1 1 0 34 H none pair
20181017_1_2 933dd8fb-32d2-4f51-b075-9040236c8992 trans 2 1 1 0 34 H none pair
20181017_2_1 a3aafadc-73fd-4e73-9dc5-4dba0acf5ecd regular 2 1 0 0 34 H none pair
20181017_2_2 6093ebc2-d8f3-41a8-9826-18a3496b06ee regular 2 1 0 0 34 H none pair
20181017_2_3 60ebb48c-8c4b-4de5-86d5-6e0c2f652269 regular 2 1 1 0 35 H none pair
20181017_2_4 20c0f196-f2d3-4d4f-affd-9cd6d1c5a9e5 regular 2 1 1 0 35 H none pair
20181017_2_5 67db7056-03ba-45b0-8a2f-454acb1f2bed regular 2 1 1 0 35 H none pair
20181017_2_6 102b99ff-89bf-4a17-917a-23b1ce2d00a1 regular 2 1 1 0 35 H none pair
20181017_2_7 8b524332-5930-4a29-9e75-952c6a67c6c7 regular 2 1 1 0 35 H none pair
20181017_3_1 28fd83de-d4ad-4003-8c52-14b2f09826bc regular 2 1 1 0 35 H none pair
20181017_3_2 8cfd942d-e19d-4c64-a068-3d77f5fde963 regular 2 1 1 0 35 H none pair
20181025_1_1 2361e1d0-8a23-4f43-9e03-faf24210a90b regular 2 1 1 0 31 H none pair
20181025_1_2 43f997d3-506e-46fe-985c-68d37526bb72 regular 2 1 1 0 31 H none pair
20181025_1_3 01fa1fef-f046-4bb2-b157-3a9bb4749ce4 regular 2 1 1 0 31 H none pair
20181025_1_4 c1b985b8-82e6-4063-80f8-7575ca553da1 regular 2 1 1 0 31 H none pair
20181025_1_5 bcbb6202-c79b-453b-98ff-4bc8394b99a5 regular 2 1 1 0 31 H none pair
20181025_1_6 e7bf16a7-862d-4279-bc35-b23364f58a83 regular 2 1 1 0 31 H none pair
20181025_1_7 06e9a602-8bbd-4a90-8e22-cb8e30862264 regular 2 1 1 0 31 H none pair
20181026_1_1 1a083ea0-1c34-4bb5-bc2c-0179934aa40a regular 2 1 1 0 30 H none pair
20181026_1_2 47d2db3f-6c08-488d-9267-27e364521c24 regular 2 1 0 0 30 H none pair
20181026_1_3 5d027e71-e895-49e7-a8f1-ff3d08756250 regular 2 1 1 0 30 H none pair
20181026_1_4 849602b6-3b24-4a8f-ad75-5b45c692e757 regular 2 1 1 0 30 H none pair
20181026_1_5 206c2078-b647-4cfe-b6e7-7b6708eff34a regular 2 1 1 0 30 H none pair
20181026_1_6 850a5226-ffad-48a2-8f9d-97db3d4502c9 regular 2 1 0 0 30 H none pair
20181127_1_1 6a970d12-a00f-476b-ae20-69c90416cb0a trans 2 1 0 0 36 H none visual
20181127_1_2 28aa3c4c-fa09-4991-99f3-17dec27cc705 regular 2 1 1 0 36 H none visual
20181127_1_3 016e52e0-c9d8-4632-ba7c-92db3c1f3c92 trans 2 1 0 0 36 H none visual
20181127_1_4 05dc5881-1665-4eaf-8f2c-f234e3986468 regular 2 1 1 0 36 H none visual
20181128_1_1 c0ee3296-defe-4765-93b3-455140d706c2 trans 2 1 1 0 36 H none visual
20181128_1_2 4127708e-0aa0-4f8d-b465-8bca8db36cc2 regular 2 1 1 0 36 H none visual
20181128_1_3 8e1b62dc-353e-46d0-918f-c49125014820 regular 2 1 1 0 36 H none visual
20181128_1_4 ad4b7d3f-f891-40d1-9603-5b56f19452f5 regular 2 1 1 0 36 H none visual
20181128_1_5 964e6bc8-e7fa-4007-89ed-f4c8fa534fac regular 2 1 1 0 36 H none visual
20181128_1_6 6700e2d6-f8f2-4d1b-9f31-19d2003b50a4 regular 2 1 1 0 36 H none visual
20181128_1_7 7ff17d6e-bd02-4319-9915-fd5dea1731c8 regular 2 1 0 0 36 H none visual
20181128_1_8 46e6afb8-e763-476e-859d-e2535eb3e84d regular 2 1 1 0 36 H none visual
20181129_1_1 52b32bc1-032f-4afa-b2bd-9c3afddc5cde onset 2 1 1 0 36 H none visual
20181129_1_2 998d5a5f-5417-4a3a-a045-ba73cda204e7 regular 2 1 0 0 36 H none visual
20181129_1_3 c5ace8cf-73c8-4da9-b5ea-bc3e49582329 regular 2 1 0 0 36 H none visual
20181129_1_4 35df7c11-0281-43cf-8a59-aa9eb122c06d regular 2 1 1 0 36 H none visual
20181129_1_5 d038dff9-9e49-4f2a-9c64-b25f9fe9aaa1 regular 2 1 1 0 36 H none visual
20181129_1_6 a126271a-0c85-4f96-bc67-6a12899702ea trans 2 1 1 0 36 H none visual
20181129_1_7 5ce2efdf-c237-4ab5-ac89-4a6fb3674b03 trans 2 1 0 0 36 H none visual
20181129_1_8 cf3e57c7-5f9d-48df-8a6b-34bd72d03548 regular 3 1 0 0 36 H none visual
20181130_1_1 29110e82-b6e3-4bb9-b703-ce089381fe95 regular 2 1 0 0 37 H none visual
20181130_2_1 f618c1e7-a088-4c54-b749-92a28ce79071 onset 2 1 1 0 37 H none visual
20181130_2_2 6c044dbd-71f0-4542-a890-b652e77cd99a regular 2 1 0 0 37 H none visual
20181130_2_3 88d1f266-ce57-439d-91d8-bd218be53747 regular 2 1 1 0 37 H none visual
20181130_2_4 caf6f283-e684-4d75-ab0b-4f25eace3407 onset 2 1 0 0 37 H none visual
20181130_2_5 f5cb2973-edda-4c28-a23b-dd4072546d00 regular 2 1 0 0 37 H none visual
20181130_2_6 9a0f70fa-505a-4a51-911e-21c362d5e1e4 regular 2 1 1 0 37 H none visual
20181205_1_1 910f3657-ade1-41e0-a896-bc65462fd4e1 onset 2 1 0 0 32 H none colony
20181205_1_2 876565ed-66d4-4d0c-8bc5-ebadf84ebef3 trans 2 1 1 0 32 H none colony
20181205_1_3 30b748fd-2381-4cf5-b62d-4b403422924f regular 2 1 1 0 32 H none colony
20181205_1_4 74cfee6f-0a2e-42ee-a764-fcbffa2aec9c regular 2 1 0 0 32 H none colony
20181205_1_5 f070e489-2a03-4f61-b7d2-38a851dbf63e onset 2 1 1 0 32 H none colony
20181206_1_1 37ba5eba-5206-4892-a337-5c9744f6f80a trans 2 1 1 0 35 H none colony
20181206_1_2 13299b53-0ca0-4da4-8a6e-a63cc35274a6 regular 2 1 1 0 35 H none colony
20181206_1_3 6cba8daa-be95-4b9a-b872-148a69051f16 regular 2 1 1 0 35 H none colony
20181206_1_4 5ffcbbc3-0407-48b0-b88d-fd7b402729fa regular 2 1 1 0 35 H none colony
20181206_1_5 28fd6edb-c5ee-4aef-9465-1a3d946b0d46 regular 2 1 1 0 35 H none colony
